ma_so_thue,ten_cong_ty,nam_thanh_lap,so_dien_thoai,email,dia_chi,nganh_nghe,tinh_thanh,crawled_at
0319515130,CÔNG TY TNHH MTV DỊCH VỤ D&J,,,,"Tầng Trệt, 94 Phạm Viết Chánh, Phường Thạnh Mỹ Tây, Quận Bình Thạnh, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:45:52
0319516127,CÔNG TY TNHH XÂY DỰNG CƠ ĐIỆN TIẾN PHÁT BUILDING,,,,"446/21/2/4 Lê Thị Riêng, Khu Phố 2, Phường Thới An, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:45:52
0319512796,CÔNG TY TNHH DỊCH VỤ HÀNG HÓA ĐỈNH VẬN,,,,"Tầng M, Tòa Nhà More Building, Số 36 Mạc Đĩnh Chi, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:45:52
0319515250,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ EGGYOLK TPHCM,,,,"220 Lê Thánh Tôn, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:45:52
0319516504,CÔNG TY TNHH RL STUDIO,,,,"79/5 Đường Phạm Viết Chánh, Phường Thạnh Mỹ Tây, Quận Bình Thạnh, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:45:52
0319516455,CÔNG TY TNHH MANN VIET NAM,,,,"354/29 Bùi Đình Túy, Phường Bình Thạnh, Quận Bình Thạnh, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:08
0319512838,CÔNG TY TNHH TM ÚT LỰC,,,,"11 Đường Số 1, Kp26, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:08
0319516046,CÔNG TY TNHH KHOA HỌC KỸ THUẬT QUẢNG PHÁT,,,,"Số 166 Đường 28, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:08
0319516053,CÔNG TY TNHH UMS,,,,"90 Nguyễn Văn Thủ, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:08
0319512884,CÔNG TY TNHH HAPPY AUDIO,,,,"165/62/6 Đường Phan Văn Hớn, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:08
0319515236,CÔNG TY TNHH RAU CỦ QUẢ HÙNG DŨNG,,,,"Số A3 Đường Số 2, Ấp 47, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:08
0319516039,CÔNG TY TNHH NHỰA KT,,,,"Số 40 Đường Số 5, Ấp Tiền Lân 7, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:08
0319516060,CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI DỊCH VỤ CÔ TẤM VN,,,,"Lô Thương Mại B.097 Tầng 2 - Tòa Nhà Đông Phương, 685 Âu Cơ, Phường Tân Phú, Quận Tân Phú, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:08
0319338241-001,CHI NHÁNH CÔNG TY TNHH TM DV BOSS VIỆT,,,,"31F1 Nguyễn Thị Thơi, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:08
0319515846,CÔNG TY TNHH ĐIỆN THUẬN THẢO,,,,"719 Thống Nhất, Phường An Hội Đông, Quận Gò Vấp, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:08
0319516536,CÔNG TY CỔ PHẦN XÂY DỰNG THÁI BÌNH DƯƠNG HOLDINGS,,,,"139/7 Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:08
0319516198,CÔNG TY TNHH THƯƠNG MẠI AN HƯNG SG,,,,"163/21/23Q Tô Hiến Thành, Phường Hòa Hưng, Quận 10, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:08
0318100253-001,CÔNG TY TNHH TM DV HOME & LAND-CHI NHÁNH ZÔ KHÔ TRẠM,,,,"512 (Mặt Sau) An Dương Vương, Phường Bình Phú, Quận 6, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:12
0319516134,CÔNG TY TNHH ĐẦU TƯ VÀ SÀN GIAO DỊCH BẤT ĐỘNG SẢN KIM QUY,,,,"Tầng 9, Khối B, Khu Thương Mại Dịch Vụ ( Văn Phòng), Cao Ốc, Phường Tân Phú, Quận Tân Phú, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:12
0319516092,CÔNG TY TNHH BẤT ĐỘNG SẢN QH LAND,,,,"481/14 Nguyễn Văn Khối, Phường Thông Tây Hội, Quận Gò Vấp, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:12
0319513278,CÔNG TY CỔ PHẦN S-GLOBAL-PRO,,,,"75 Đường Số 12, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:12
0319512771,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUẢNG CÁO ĐẠI THÀNH DANH,,,,"28/10 Phạm Văn Chiêu, Phường An Hội Tây, Quận Gò Vấp, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:12
0319516021,CÔNG TY TNHH XÂY DỰNG ĐẦU TƯ VÀ THƯƠNG MẠI NAM HẢI,,,,"1331/13 Đường Lê Đức Thọ, Khu Phố 43, Phường An Hội Tây, Quận Gò Vấp, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:12
0318981185-001,CHI NHÁNH CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI MINH NHI,,,,"45/5 Đồng Xoài, Phường Tân Bình, Quận Tân Bình, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:12
0319515187,CÔNG TY TNHH TM DV SỬA CHỮA Ô TÔ QUANG BẢO,,,,"26/4 Đường Số 8, Khu Phố 46, Phường Linh Xuân, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:12
0319512700,CÔNG TY TNHH NÔNG SẢN HTP,,,,"769/64 Phạm Thế Hiển, Phường Chánh Hưng, Quận 8, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:12
0316563023-003,CHI NHÁNH 3 CÔNG TY TNHH CHẾ TẠO MÁY LONG HƯNG THỊNH,,,,"E3/22 Ấp 5, Xã Tân Vĩnh Lộc, Huyện Bình Chánh, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:12
0319514112,CÔNG TY TNHH M.A.D LAB,,,,"128 Đường Lò Lu, Phường Long Phước, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:12
0319513694,CÔNG TY TNHH THƯƠNG MẠI THỂ THAO PHƯỢNG HOÀNG GOLD,,,,"28/6 Đường Số 18B, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:12
0319515412,CÔNG TY TNHH ONECLAIM,,,,"90 Đường 52, Phường Bình Trưng, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:16
0319513140,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI TD TRUNG DƯƠNG,,,,"175/111/46 Đường 2, Khu Phố 67, Phường Tăng Nhơn Phú, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:16
0319513711,CÔNG TY TNHH CÔNG NGHỆ GO X,,,,"1/4B Linh Đông, Phường Hiệp Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:16
0319514063,CÔNG TY TNHH NAM TINH ANH,,,,"D19/23/6F, Ấp 50, Xã Tân Vĩnh Lộc, Huyện Bình Chánh, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:16
0319515525,CÔNG TY TNHH DỊCH VỤ DU LỊCH VÀ VẬN TẢI NGỌC LOAN,,,,"25/11 Đường 10, Khu Phố 44, Phường Linh Xuân, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:16
0319514433,CÔNG TY TNHH BẤT ĐỘNG SẢN REX HOLDINGS,,,,"Số 111 Đường N2, Kđt The Global City, Phường Bình Trưng, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:16
0319514440,CÔNG TY TNHH TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG TKK VIỆT NAM,,,,"Số 23 Đường N2, Khu Tái Định Cư Long Sơn, Phường Long Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:16
0319513133,CÔNG TY TNHH THƯƠNG MẠI NGUYÊN PHỤ LIỆU GIÀY DÉP NHẬT MINH,,,,"Số 537 Đường Tam Đông 21, Ấp 26, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:16
0319516166,CÔNG TY TNHH LOTUS PHARMACEUTICAL (VIỆT NAM),,,,"Phòng 1901, Tầng 19, Tòa Nhà Saigon Trade Center, 37 Tôn Đức, Phường Sài Gòn, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:16
0319385379-001,CHI NHÁNH CÔNG TY TNHH NHÂN KIM HOME,,,,"710 Âu Cơ, Phường Tân Bình, Quận Tân Bình, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:16
0319513983,CÔNG TY TNHH MANTA LOGISTICS,,,,"Tầng 10, Số 179 Nguyễn Cư Trinh, Phường Cầu Ông Lãnh, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:16
0319514190,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT REMI GARMENT,,,,"Căn Thương Mại Số Sh 1.74, Thuộc Tầng 1 Chung Cư Viva Rivers, Phường Bình Tiên, Quận 6, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:16
0319514680,CÔNG TY TNHH HỆ THỐNG CƠM LAN CHI,,,,"127 Nguyễn Minh Hoàng, Phường Bảy Hiền, Quận Tân Bình, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:20
0319513969,CÔNG TY TNHH DỊCH VỤ NHÀ HÀNG W,,,,"R1-49 Đường Hưng Gia 2, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:20
0319514458,CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ PROCLEANING VIỆT NAM,,,,"26 Lô B Đường Số 1, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:20
0319516085,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI QBOX,,,,"Phòng 5.09, Lầu 5, Toà Nhà St Moritz, Số 1014 Phạm Văn Đồng, Phường Hiệp Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:20
0319516014,CÔNG TY TNHH SẢN XUẤT MAY MẶC HUYỀN BÍ,,,,"215 Cao Xuân Dục, Phường Phú Định, Quận 8, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:20
0319513976,CÔNG TY TNHH VƯƠNG NGUYÊN PHÁT,,,,"82A-82B Dân Tộc, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:20
0319513454,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ HẠ NINH,,,,"1231/13 Tỉnh Lộ 43, Phường Tam Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:20
0319515155,CÔNG TY TNHH BOSS SEAFOOD,,,,"Số 24 Đường 34, Phường An Khánh, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:20
0319513736,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT QUỐC KHÁNH HCB,,,,"Số 357/71, Đường Bình Thành, Phường Bình Tân, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:20
0319516215,CÔNG TY TNHH INNATE INC,,,,"87 Quốc Lộ 13, Phường Hiệp Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:20
0319514031,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI CƠ KHÍ PHÚC TÀI,,,,"237 Khánh Hội, Phường Vĩnh Hội, Quận 4, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:20
0319516078,CÔNG TY CỔ PHẦN TEDFAST HOLDING,,,,"Số 9, Đường Số 5, Phường Phước Long, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:20
0319514049,CÔNG TY TNHH DU LỊCH VÀ TỔ CHỨC SỰ KIỆN IGNITION GROUP,,,,"232 Nguyễn Lương Bằng, Phường Tân Mỹ, Quận 7, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:23
0319513493,CÔNG TY TNHH THƯƠNG HIỆU LAVIS,,,,"36 Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:23
0319513944,CÔNG TY TNHH KỸ THUẬT & CÔNG NGHỆ MINH PHÚ,,,,"2/18 Đường Đỗ Mười, Phường Hiệp Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:23
0319513912,CÔNG TY TNHH SẢN XUẤT - TMDV HOÀNG MINH KHANG,,,,"751/20 Hồng Bàng, Phường Bình Tây, Quận 6, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:23
0319516208,CÔNG TY TNHH GIẢI TRÍ BB,,,,"Số 1 Đường 16, Khu Phố 5, Phường Hiệp Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:23
0319515684,CÔNG TY TNHH XÂY DỰNG TOÀN HỮU SG,,,,"369 Trần Hưng Đạo, Phường Cầu Ông Lãnh, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:23
0319515606,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI PLASTIC TUYẾT ANH,,,,"43/7B Nguyễn Văn Bứa, Ấp 6, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:23
0319515211,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN ĐẠI ĐÔNG HỒ HOLDINGS,,,,"81-83-83B-85, Hàm Nghi, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:23
0319513172,CÔNG TY TNHH NHÔM KÍNH KIM DUNG,,,,"837 Phan Văn Trị, Phường Hạnh Thông, Quận Gò Vấp, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:23
0319516007,CÔNG TY CP CÔNG NGHỆ CARMALL,,,,"44/28/3 Đường 12, Phường Thủ Đức, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:23
0319516864,CÔNG TY TNHH A PHÁT GROUP,,,,"108 � 110 Bát Nàn, Phường Bình Trưng, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:23
0301967721-005,CHI NHÁNH CÔNG TY TNHH TUẤN ĐẠT KHO HÀNG,,,,"114 Lê Đức Anh, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:23
0319515035,CÔNG TY TNHH KIẾN NINH,,,,"35/11 Đường D5, Phường Thạnh Mỹ Tây, Quận Bình Thạnh, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:27
0319513165,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ IN ẤN ĐĂNG QUỲNH,,,,"Số 34/2, Ấp 7, Đường Nguyễn Thị Sáu, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:27
0319516141,CÔNG TY TNHH Y TẾ HMI VIỆT NAM,,,,"Phòng 336, Tầng 3, Khu Nhà Ở Kết Hợp Thương Mại � Dịch Vụ Và, Phường An Khánh, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:27
0319513990,CÔNG TY TNHH TANA HOME,,,,"10 Đường Số 8, Khu Dân Cư Cotec Phú Xuân, Xã Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:27
0319512789,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ VẬN TẢI GIA HUỲNH,,,,"229 Đường 11, Khu Phố 1, Phường Linh Xuân, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:27
0319515204,CÔNG TY TNHH TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG VIỆT NGUYÊN,,,,"47A Đường Số 1, Phường Long Phước, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:27
0319515194,CÔNG TY TNHH THƯƠNG MẠI DCD FOODS,,,,"127/12/5 Thạnh Lộc 37, Khu Phố 57, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:27
0319513535,CÔNG TY TNHH NGŨ CỐC AN LẠC,,,,"21/27, Đường An Phú Đông 27, Khu Phố 3, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:27
0319514497,CÔNG TY TNHH STYRE GROUP,,,,"10D1 Nguyễn Thị Minh Khai, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:27
0319516529,CÔNG TY TNHH XÂY DỰNG AQP,,,,"108 Trần Đình Xu, Phường Cầu Ông Lãnh, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:27
0319513937,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ TÂY NAM,,,,"Số 1-3 Ngô Thị Bì, Khu Đô Thị Him Lam, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:27
0319514338,CÔNG TY TNHH DỊCH VỤ KỸ THUẬT HƯNG THỊNH PHÁT,,,,"Số 34, Đường Số 2, Khu Phố 12, Phường Phước Long, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:27
0319517152,CÔNG TY TNHH VIỆT NAM GLOBAL LINK TRADING,,,,"111/1/2 Nguyễn Thái Sơn, Phường Hạnh Thông, Quận Gò Vấp, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:32
0319514017,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI PHÁT ĐẠI LỢI,,,,"302 Đường Số 1, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:32
0319513729,CÔNG TY TNHH SHENGCHA,,,,"11A Hồng Hà, Phường Tân Sơn Hòa, Quận Tân Bình, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:32
0319512877,CÔNG TY TNHH THƯƠNG MẠI VÀ GIAO NHẬN VẬN TẢI THÀNH VINH,,,,"15/13 Đường Số 3, Khu Phố 51, Phường Thủ Đức, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:32
0319515074,CÔNG TY TNHH MONACO BUTCHER SHOP,,,,"52 Ngô Quang Huy, Phường An Khánh, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:32
0319513856,CÔNG TY TNHH HK KNIT VINA,,,,"69 Đường Tx21, Khu Phố 48, Phường Thới An, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:32
0319513895,CÔNG TY TNHH TM DV MINH Ý,,,,"17 Đường 3D, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:32
0319516180,CÔNG TY TNHH CROWNTRUST VIETNAM,,,,"131 Đường N2 (Dự Án Khu Đô Thị Sài Gòn Bình An), Phường Bình Trưng, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:32
0319514578,CÔNG TY TNHH NGUYÊN LIỆU PHA CHẾ LÊ KHÁNH,,,,"18 Tăng Bạt Hổ, Phường Bình Lợi Trung, Quận Bình Thạnh, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:32
0319514024,CÔNG TY TNHH AMY COSMETICS,,,,"680/9 Bình Long, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:32
0319513415,CÔNG TY TNHH SANG THÁI LAN,,,,"Số 23/25 Đường Tân Thới Nhất 18, Khu Phố 4, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:32
0319513599,CÔNG TY TNHH MTM IMPORT EXPORT,,,,"125/6 Trần Bình Trọng, Phường Chợ Lớn, Quận 5, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:32
0319513831,CÔNG TY TNHH DỆT KIM LÊ KIÊN,,,,"185-187 Thái Thị Còn, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:37
0319511760,CÔNG TY TNHH CÔNG NGHIỆP TÁI SINH VIỆT NAM,,,,"2N Phạm Đăng Giảng, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:37
0109391390-001,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH DỊCH VỤ BẢO VỆ S-TEC,,,,"Tầng 1 Và Tầng 2, Số 30 Đường 12, Khu Nhà Ở Vạn Phúc 1, Phường Hiệp Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:37
0101467898-002,CHI NHÁNH TẠI THÀNH PHỐ HỒ CHÍ MINH - CÔNG TY TRÁCH NHIỆM HỮU HẠN TƯ VẤN THIẾT KẾ KIẾN TRÚC VÀ XÂY D,,,,"Số 675/16 Đường Âu Cơ, Phường Tân Phú, Quận Tân Phú, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:37
0319513126,CÔNG TY TNHH BẢO TRẦN HỒ CHÍ MINH,,,,"104/752 N1 Nguyễn Văn Công, Phường Hạnh Thông, Quận Gò Vấp, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:37
0319514465,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐẦU TƯ VIỆT HÙNG,,,,"158 Ngô Chí Quốc, Phường Tam Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:37
0319515677,CÔNG TY TNHH HỘI ĐỒNG TƯ VẤN ĐẦU TƯ THÀNH PHỐ HỒ CHÍ MINH,,,,"29/11/10 Thạnh Lộc 50, Khu Phố 65, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:37
0319516102,CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN XÂY DỰNG VĨNH THÁI,,,,"223/7 Đường Số 8, Phường Gò Vấp, Quận Gò Vấp, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:37
0319512161,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN HOÀNG LIÊN,,,,"2Bis Công Trường Quốc Tế, Phường Xuân Hòa, Quận 3, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:37
0319516705,CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ QUÀ TẶNG PRIME,,,,"Số 2 Hoa Phượng, Phường Cầu Kiệu, Quận Phú Nhuận, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:37
0319514602,CÔNG TY TNHH SPONGEROOM,,,,"Tầng 3A, Tòa Nhà Thành Đô, 16 Bình Lợi, Phường Bình Lợi Trung, Quận Bình Thạnh, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:37
0319516871,CÔNG TY TNHH K5 HOLDINGS,,,,"Số 245/2/17 Bình Lợi, Khu Phố 49, Phường Bình Lợi Trung, Quận Bình Thạnh, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:37
0319516769,CÔNG TY TNHH TMDV HUỲNH NGUỘI,,,,"Số A16 Đường Tân Thới Nhất 21, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:40
0319516582,CÔNG TY TNHH TUẤN NGUYỄN L.T.D,,,,"11 Võ Văn Ngân, Phường Thủ Đức, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:40
0319516695,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HƯNG HIỆP LỰC,,,,"31 Đường 22, Khu Phố 21, Phường Tam Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:40
0319515980,CÔNG TY TNHH DIGITAL INFRA,,,,"126 Nguyễn Sỹ Sách, Phường Tân Sơn, Quận Tân Bình, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:40
0319512387,CÔNG TY TNHH BÍCH THUẬN PHÁT,,,,"Số H55 Đường Dương Thị Giang, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:40
0319512651,CÔNG TY TNHH KIN LIVING PROPERTY THREE,,,,"11 A - 11 B Thi Sách, Phường Sài Gòn, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:40
0319512612,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ VINAFLAG,,,,"152/4B Đường Trường Chinh, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:40
0319515740,CÔNG TY TNHH EVERON VIỆT NAM SUPPLY CHAIN,,,,"48B Đặng Dung, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:40
0319515772,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ BỐN PHƯƠNG LOGISTICS,,,,"Số 3B/3 Đường Trần Thị Trò, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:40
0319516173,CÔNG TY TNHH TIẾP VẬN QUỐC TẾ H2L,,,,"756A Âu Cơ, Phường Tân Bình, Quận Tân Bình, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:40
0319516776,CÔNG TY TNHH TÍN TRỌNG PHÁT,,,,"976A Nguyễn Duy Trinh, Phường Long Trường, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:40
0319516751,CÔNG TY TNHH FRESHHUB FOODS,,,,"75/39/18 Đường Số 48, Phường Hiệp Bình, Thành Phố Thủ Đức, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:40
0317138712-003,CHI NHÁNH 4 - CÔNG TY TNHH TẦM VÓC VIỆT NAM,,,,"240A - 242 Trần Thủ Độ, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,TP.HCM,2026-05-08 15:46:44
